data_source,signal,geo_value,time_value,source,geo_type,time_type,issue,lag,missing_value,missing_stderr,missing_sample_size,value,stderr,sample_size
jhu-csse,confirmed_incidence_num,ak,2020-10-27,jhu-csse,state,day,2023-03-03,857,0,5,5,363.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-28,jhu-csse,state,day,2023-03-03,856,0,5,5,356.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-29,jhu-csse,state,day,2023-03-03,855,0,5,5,356.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-30,jhu-csse,state,day,2023-03-03,854,0,5,5,382.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-31,jhu-csse,state,day,2023-03-03,853,0,5,5,437.0,,
jhu-csse,confirmed_incidence_num,ak,2020-11-01,jhu-csse,state,day,2023-03-03,852,0,5,5,333.0,,
jhu-csse,confirmed_incidence_num,ak,2020-11-02,jhu-csse,state,day,2023-03-03,851,0,5,5,345.0,,
jhu-csse,confirmed_incidence_num,ak,2020-11-03,jhu-csse,state,day,2023-03-03,850,0,5,5,373.0,,
jhu-csse,confirmed_incidence_num,ak,2020-11-04,jhu-csse,state,day,2023-03-03,849,0,5,5,412.0,,
jhu-csse,confirmed_incidence_num,ak,2020-11-05,jhu-csse,state,day,2023-03-03,848,0,5,5,309.0,,
jhu-csse,confirmed_incidence_num,ak,2020-11-06,jhu-csse,state,day,2023-03-03,847,0,5,5,518.0,,
jhu-csse,confirmed_incidence_num,ak,2020-11-07,jhu-csse,state,day,2023-03-03,846,0,5,5,582.0,,
jhu-csse,confirmed_incidence_num,ak,2020-11-08,jhu-csse,state,day,2023-03-03,845,0,5,5,509.0,,
jhu-csse,confirmed_incidence_num,ak,2020-11-09,jhu-csse,state,day,2023-03-03,844,0,5,5,463.0,,
jhu-csse,confirmed_incidence_num,ak,2020-11-10,jhu-csse,state,day,2023-03-03,843,0,5,5,521.0,,
